Country-Name,Country-Code,Indicator-Name,Indicator-Code,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,,,,,,,,,,,,,,,
Thailand,THA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,102.2,99,95.8,92.7,89.7,86.8,83.8,80.8,77.8,74.8,71.8,68.7,65.8,62.9,60.2,57.6,55.2,52.9,50.8,48.9,47,45.1,43.4,41.6,40,38.3,36.7,35.1,33.5,31.9,30.3,28.8,27.3,26,24.8,23.7,22.7,21.7,20.8,19.9,19.1,18.3,17.5,16.7,16,15.3,14.6,14,13.4,12.9,12.5,12,11.6,11.2,10.9,10.5,
Timor-Leste,TLS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,155.9,149.6,143.5,137.6,132,126.8,121.7,116.7,112,107.3,102.9,98.5,94.4,90.3,86.3,82.4,78.6,74.8,71,67.4,63.9,60.7,57.8,55.3,53.1,51.1,49.3,47.6,46.1,44.7,
Togo,TGO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,162.4,159.4,156.4,153.5,150.5,147.7,144.7,141.8,138.8,135.8,132.8,130,127.2,124.4,121.8,119.2,116.6,114.1,111.7,109.2,106.9,104.8,102.7,100.7,98.9,97.1,95.5,94,92.6,91.4,90.2,89,87.9,86.8,85.5,84.2,82.8,81.2,79.6,77.9,76.2,74.4,72.6,70.8,69.1,67.4,65.7,64.1,62.5,60.9,59.3,57.9,56.5,55,53.6,52.3,
Tonga,TON,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,60.4,57,53.8,50.7,47.8,44.9,42.1,39.6,37.4,35.3,33.5,31.9,30.4,29,27.7,26.6,25.5,24.6,23.7,23,22.4,21.9,21.4,20.9,20.5,19.9,19.3,18.7,18,17.4,16.9,16.5,16.2,15.9,15.7,15.5,15.3,15.1,14.8,14.6,14.4,14.3,14.3,14.4,14.5,14.6,14.8,15,15,15,14.9,14.7,14.4,
Trinidad and Tobago,TTO,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,56.6,54.7,53.1,51.5,50.1,48.8,47.7,46.7,45.7,44.8,43.9,43.1,42.2,41.3,40.4,39.5,38.5,37.4,36.3,35.3,34.3,33.3,32.3,31.4,30.5,29.8,29,28.4,27.8,27.3,26.9,26.5,26.2,25.9,25.7,25.6,25.5,25.5,25.4,25.4,25.3,25.3,25.1,24.7,24.3,23.8,23.3,22.8,22.2,21.6,21,20.4,19.7,19.2,18.7,18.2,
Tunisia,TUN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,178.7,170.9,163.2,155.7,148.4,141.4,134.8,128.4,122.2,116.4,110.9,105.4,99.9,94.2,88.6,83.2,78.1,73.4,69.2,65.5,62.2,59.2,56.4,53.9,51.6,49.5,47.6,45.9,44.3,42.8,41.2,39.6,37.8,35.9,33.9,31.9,29.9,28.1,26.3,24.7,23.3,22,20.7,19.6,18.5,17.5,16.6,15.7,14.9,14.2,13.6,13.1,12.6,12.1,
Turkey,TUR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,166,161.6,157.1,152.6,148.2,144.1,140.2,136.6,133.1,129.6,126.2,122.8,119.3,115.9,112.4,108.8,105.2,101.5,97.7,94,90.2,86.4,82.6,78.8,75.1,71.5,68.1,64.8,61.6,58.6,55.8,53.1,50.5,48,45.5,43.1,40.8,38.5,36.3,34.2,32.1,30.2,28.3,26.5,24.8,23.2,21.7,20.2,18.9,17.6,16.4,15.3,14.2,13.2,12.3,11.6,
Turkmenistan,TKM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,,,106.2,102.8,99.6,96.5,93.4,90.3,87.3,84.4,81.7,79.2,76.9,75,73.5,72.5,72,71.9,71.9,71.9,71.7,71.2,70.4,69.2,67.8,66.1,64.4,62.7,61.1,59.4,57.8,56.2,54.7,53.2,51.7,50.4,48.9,47.6,46.2,45,43.7,
Turks and Caicos Islands,TCA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,61.7,59.5,57.2,55.2,53.3,51.6,50.2,48.9,47.9,47,46.4,45.9,45.5,45.2,44.9,44.4,43.9,43.2,42.4,41.5,40.4,39.3,38,36.7,35.4,34.3,33.2,32.3,31.5,30.7,30,29.3,28.5,27.7,27,26.3,25.6,24.9,24.1,23.4,22.8,
Uganda,UGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,132.3,129.6,127.3,125,122.9,120.9,119,117.2,115.5,114.2,113.5,113.2,113.7,114.7,116.3,118.4,120.9,123.3,125.6,127.2,127.7,127.1,125,122.1,119.3,117.2,115.7,114.7,114,113,111.4,109.3,106.8,104.5,102.5,101,99.6,98.1,96,93.4,90,86,81.6,76.9,72.2,67.6,63.4,59.2,55.4,52.3,49.5,46.3,42.5,41.6,39.1,37.7,
Ukraine,UKR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,27.9,27,26.2,25.5,25,24.6,24.2,23.8,23.4,23,22.4,21.7,20.9,20.1,19.3,18.6,17.9,17.3,16.9,16.7,16.7,16.8,17,17.3,17.5,17.5,17.4,17,16.5,15.8,15.1,14.3,13.6,13,12.5,12,11.6,11.1,10.6,10.1,9.6,9.1,8.6,8.1,7.7,
United Arab Emirates,ARE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,137.3,130.5,124,117.4,111,104.4,97.5,90.6,83.8,77.2,70.9,65.1,59.6,54.7,50.2,45.9,41.9,38.2,34.8,31.7,28.9,26.4,24.2,22.3,20.7,19.3,18,16.9,15.9,15,14.1,13.4,12.8,12.2,11.7,11.2,10.8,10.5,10.1,9.8,9.6,9.3,9.1,8.9,8.7,8.4,8.2,8,7.8,7.6,7.3,7,6.7,6.4,6.1,5.9,
United Kingdom,GBR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.9,22.5,22,21.4,20.8,20.1,19.6,19.1,18.7,18.4,18,17.7,17.2,16.6,16,15.4,14.7,14.1,13.4,12.7,12,11.4,10.8,10.4,10,9.7,9.5,9.2,8.8,8.4,7.9,7.4,7,6.6,6.3,6.1,5.9,5.8,5.8,5.7,5.6,5.4,5.3,5.3,5.2,5.1,5,4.9,4.7,4.6,4.4,4.2,4.1,3.9,3.7,3.5,
United States,USA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.9,25.4,24.9,24.4,23.8,23.3,22.7,22,21.3,20.6,19.9,19.1,18.3,17.5,16.7,16,15.2,14.5,13.8,13.2,12.6,12.1,11.7,11.2,10.9,10.6,10.4,10.2,10,9.7,9.4,9.1,8.8,8.5,8.2,8,7.7,7.5,7.3,7.2,7.1,7,6.9,6.8,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.1,6.1,5.9,5.7,5.6,
Uruguay,URY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,57.7,56.4,54.9,53.6,52.7,52.1,51.7,51.2,50.5,49.6,48.6,47.9,47.8,48.5,49.3,49.4,48.6,46.5,43.2,39.5,35.5,32,29.4,27.6,26.4,25.3,24.3,23.2,22.1,21.1,20.3,19.6,19.1,18.9,18.5,18,17.5,16.8,16,15.3,14.6,14.1,13.7,13.3,12.8,12.4,12,11.5,11.2,11,10.6,10.3,10,9.5,9.1,8.7,
Uzbekistan,UZB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,,,,,97.7,91.8,86.2,81.2,76.7,72.5,68.8,65.6,63,61,59.5,58.8,58.5,58.4,58.1,57.8,57.3,56.8,56,55.1,54,52.7,51.4,50,48.6,47.3,45.9,44.6,43.3,42,40.8,39.6,38.4,37.2,36.1,35,33.9,
Vanuatu,VUT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,106.7,104.1,101.6,98.8,95.9,92.8,89.8,86.6,83.4,80.4,77.5,74.6,71.9,69.3,66.9,64.6,62.3,59.9,57.4,54.8,52,49.2,46.3,43.4,40.6,38,35.7,33.6,32,30.5,29.2,28.1,27.2,26.4,25.8,25.3,24.9,25.5,24.3,24.1,23.8,23.6,23.4,23.4,23.4,23.4,23.5,23.6,23.7,23.8,23.9,24,24,23.8,23.5,23.1,
"Venezuela, RB",VEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,59.9,58.1,56.6,55.3,54.2,53.1,52.2,51.3,50.3,49.2,48.1,46.8,45.5,44.2,42.9,41.7,40.5,39.2,37.9,36.6,35.2,33.9,32.7,31.5,30.5,29.6,28.6,27.6,26.6,25.6,24.7,23.9,23.3,22.9,22.6,22.1,21.5,20.8,20,20.2,18.5,17.9,17.4,16.9,16.4,15.9,15.4,15,14.7,14.5,14.3,14.1,13.8,13.5,13.2,12.9,
Vietnam,VNM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,61.7,60.7,59.9,59,58.2,57.3,56.4,55.5,54.7,53.8,52.8,51.8,50.9,49.8,48.8,47.8,46.8,45.8,44.8,43.9,43,42,41,40,38.9,37.7,36.6,35.4,34.3,33.1,32,30.9,29.9,28.9,27.9,27,26.1,25.3,24.6,23.9,23.2,22.6,22,21.4,20.8,20.3,19.8,19.3,18.8,18.3,17.8,17.3,
Virgin Islands (U.S.),VIR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,,,,,,,,,,,,,78,73.7,69.8,66,62.5,59.2,56.2,53.3,50.6,48.1,45.6,43.3,41.1,39.1,37.2,35.6,34.1,32.7,31.5,30.4,29.3,28.3,27.3,26.4,25.6,24.9,24.2,23.6,23.1,22.6,22.1,21.7,21.3,20.9,20.5,20.2,19.8,19.4,19,18.5,18,
"Yemen, Rep.",YEM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,,,,276.9,270.7,263.6,256,247.8,239.2,230,221.1,212.5,204.3,196.7,189,181.2,173.1,164.6,156.1,147.7,139.7,131.9,124.4,117.6,111.5,106.2,101.7,97.7,94.3,91.2,88.7,86.4,84.4,82.7,81.1,79.7,78.2,76.5,74.4,71.9,69,66.1,63,60.1,57.2,54.5,51.9,49.4,47,44.7,42.4,40.3,38.4,36.7,35.1,33.8,
Zambia,ZMB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,123.2,120.9,118.7,116.7,115.1,114,113.3,112.9,112.2,111.1,109.3,106.7,103.7,100.7,98.1,96.3,95.3,95.1,95.3,95.6,96.1,97,98.3,100.2,102.7,105.6,108.3,110.6,112.2,113.1,113.3,113,112.4,111.3,109.7,107.8,106.1,104.6,103.1,100.9,97.6,92.7,86.5,80,73.9,68.7,64.9,61.3,58.7,55.6,52.9,51.1,49,46.5,44.7,43.3,
Zimbabwe,ZWE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,92.6,90.1,87.6,85.3,82.8,80.5,78.3,76.3,74.7,73.4,72.4,71.6,71.1,70.7,70.5,70.3,70.1,69.8,69.2,68.1,66.4,64.2,61.6,58.8,56,53.6,51.7,50.4,49.8,50.2,51.2,52.6,54.5,56.4,58.1,60.1,61.6,62.7,63.3,63.5,63.5,63.2,62.7,61.9,61.5,61,60.3,59.9,58.9,57.7,55.8,54,49.4,48.8,47.6,46.6,
Afghanistan,AFG,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,21.22,,,,,,25.44,,,24.34,,,24.46,,,,22.93,,,,,,,,,,,,,,,,,,
Algeria,DZA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,,,,,,,,32.31,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,32.43,34.42,,,,36.6,34.29,33.2,34.44,36.96,36.87,36.36,38.05,37.05,37.7,39.46,40.51,39.9,36.66,36.32,35.38,34.92,33.65,32.56,32.42,31.84,30.77,30.56,30.75,,,,,,,,,,,,,,,,
Armenia,ARM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,35.22,,,29.63,,29.1,29,28.2,31.69,30.78,27.47,24.28,25.27,24.37,26.21,26.13,24.86,25.56,25.74,,,,,,,,,,,,,,,,
Australia,AUS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,23.33,,,,24.29,,,,24.7,,,,,,24.87,,,,,,25.24,,25.23,,,,,27.47,,26.53,,,,,,,,,,,,,,,,,,,,
Austria,AUT,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.86,22.85,23.71,23.85,24.11,24.68,23.57,23.69,23.45,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,26.77,,,,,,29.51,17.59,17.96,17.14,17.41,,,25.74,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,21.87,,23.41,,,24.58,,,23.29,,,,28.08,,,,,27.86,,,,,28,,,,,26.92,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,19.2,,,,,19.4,,22.55,,,25.08,24.24,24.04,23.99,24.02,22.63,21.35,21.8,22.4,23.57,22.33,22.58,22.85,21.85,21.8,22.06,22.56,,,,,,,,,,,,,,,,
Belgium,BEL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.14,23.98,22.45,23.61,22.85,22.74,22.77,22.43,21.96,,,,,,,,,,,,,,,,,,
Belize,BLZ,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,51.13,52.5,44.12,46.54,50.3,43.7,42.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.12,,,,,,,,34.48,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.49,,,,29.37,,,,,30.74,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,31.74,,39.17,,,,,45.36,,42.6,49,45.45,47.26,,43.92,45.14,43.74,42.71,39.12,37.1,,33.8,33.55,35.55,36.41,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.82,,,26.36,,,25.11,,,,25.75,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,42.93,,,,,,,,51.2,,,,,,,,,53.08,,,,,,,49.61,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,45.88,46.23,46.79,46.53,42.54,46.57,47.38,49.19,51.15,48.07,,39.69,48.44,,47.54,47.35,47.39,47.59,47,,47.32,46.83,46,45.06,45.14,44.48,43.57,42.93,42.45,,41.89,41.67,41.81,40.66,,,,,,,,,,,,,,,,
Bulgaria,BGR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,20.03,,,24.74,,20.99,28.93,,22.77,,,,24.93,,23.63,,,26.57,22.16,25.67,25.69,26.91,26.03,27.38,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,39.47,,,,42.74,,,,,33.78,,,,,,32.05,,,,,29.6,,,,,,,,,,,,,,,,
Burundi,BDI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,26.58,,,,,,32.74,,,,,,,,27.97,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.64,,,,,,37.14,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,32.81,,,,,,,,,,28.93,,,33.57,28.42,28.02,27.72,26.61,25.23,,,,,,,,,,,,,,,,,,
Cameroon,CMR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,36.15,,,,,33.65,,,,,,33.04,,,,,,,34.96,,,,,,,,,,,,,,,,
Canada,CAN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,24.33,,,,,,23.9,,,,23.66,,,23.68,,,23.88,25.43,,25.63,,,,25.63,,,26.06,,,25.74,,,,,,,,,,,,,,,,,,,,
Central African Republic,CAF,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,47.73,,,,,,,,,,,33.01,,,,,46.22,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.71,,,,,,,,32.44,,,,,,,,,,,,,,,,,,,
Chile,CHL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,45.39,,,47.05,,45.2,,45.91,,44.43,,44.97,,45.64,,,44.97,,,41.96,,,42.76,,41.72,,41.47,,,,,,,,,,,,,,,,,
China,CHN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.83,,,,31.43,,,,,,,,,,,,,,,,,,
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,41.21,42.31,,39.49,40.46,,,,45.64,,,46.9,47.01,46.62,46.97,43.48,45.51,44.26,,,44.39,44.55,44.25,43.08,41.98,41.94,42.16,,,,,,,,,,,,,,,,
Comoros,COM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Dem. Rep.",COD,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,,,,,,,,31.99,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.85,,,,,,37.93,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,33.73,,,,,23.05,,,33.71,33,34.3,33.73,33.71,35.25,33.76,34.3,33.85,34.02,35.88,35.67,38.97,39.07,37.51,36.94,35.98,38.01,38.91,38.21,39.65,37.08,36.97,37.05,37.28,36.85,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,35.61,29.53,32.03,28.33,,,,29.52,,,32.78,,,30.08,,,,32.71,,,,,,32.64,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,19.49,,,,,,,,,,22.48,22.84,25.06,24.59,,,23.59,,,,27.88,26.74,22.49,23.74,23.87,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.29,24.87,26.03,25.47,26.21,26.18,25.7,26.7,28.04,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,17.82,,,,,23.63,,,22.69,,,,,,,,23.11,22.94,22.62,22.32,22.89,22.37,22.45,22.24,22.17,,,,,,,,,,,,,,,,,,
Denmark,DNK,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.83,21.1,21.98,22.24,21.7,22.17,22.79,23.23,23.47,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.77,,,,,,,,,,34.39,34.1,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,36.11,,,39.81,,,41.95,,,,36.5,37.86,,,40.72,39.64,38.79,41.74,41.64,39.05,41.19,38.36,38.83,38.71,36.47,37.3,35.75,37.41,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,38.44,,,,,,,42.47,40.03,,,37.86,47.85,45.91,,,43.8,42.62,42.59,42.46,43.33,39.35,38.24,38.35,34.83,35.4,36.53,35.24,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,41.39,,,,38.81,39.8,,40.53,38.65,38.91,38.48,38.7,37.44,35.46,36.35,35.48,35.72,36.04,36.07,33.7,32.86,32.47,34.35,32.31,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,18.41,,,,,31.35,,22.71,,,29.76,,27.63,27.9,27.31,26.84,25.99,26.21,26.88,24.05,24.95,24.46,24.32,24.81,25.25,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,27.52,,,,,,,,,,,,,,38.05,,,,25.48,,,,,25.64,,,,,,27.4,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.68,,,,,,34.66,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.24,22.98,22.99,23.29,22.96,22.59,22.55,22.76,22.29,,,,,,,,,,,,,,,,,,
France,FRA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53,23.96,23.56,26.29,26.7,,27.15,26.95,26.84,,,,,,,,,,,,,,,,,,
Gabon,GAB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.15,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,37.66,,,,,36.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,27.93,31.31,31.16,29.91,30.33,30.04,29.88,29.32,29.68,30.12,30.14,30.93,30.49,31.52,31.25,30.97,30.89,29.86,29.83,,,,,,,,,,,,,,,,
Germany,DEU,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.46,25.57,24.64,24.98,24.36,23.69,,,,,,,,,,,,,,,,,,,
Ghana,GHA,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,27.34,28.14,,,30.13,,,,,,,29.59,,,,,,,32.69,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.58,26.44,26.8,26.17,26.19,26.08,25.74,25.85,26.74,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,46.73,,,46.78,,,,,,,,,,,44.41,,,,,,43.56,,,,,41.83,,,38.36,,,,,,,,,,,,,,,,
Guinea,GIN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,31.74,,,36.05,,,,,,,,33.96,,,,,30.07,,,,,26.41,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,34.4,,,,,,,,,28.06,,,,,,,,42,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,34.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.82,,,,,,,,,,,48.21,,,,,,,,,,,,,,,,,,
Honduras,HND,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,43.26,,,48.18,45.47,40.81,41.37,42.8,43.49,43.82,43.7,41.39,44.62,41.85,,41.21,44.66,45.69,45.24,46.25,44.05,43.81,43.87,39.14,41.02,45.67,45.68,41.48,38.36,,,,,,,,,,,,,,,,
Hungary,HUN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,19,,21.63,,,,24.19,,,,,21.91,23.25,22.82,22.12,22.21,24.65,24.2,23.93,23.24,22.35,22.06,21.48,23.1,23.11,23.93,,,,,,,,,,,,,,,,,,
Iceland,ISL,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.77,24.44,25.39,24.81,27.1,24.02,22.07,22.18,22.11,,,,,,,,,,,,,,,,,,
India,IND,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.77,,,,,,,,,,,,,,,,,,,
